user_id,user_type,influencer_type,label,num_followers,num_following,num_posts,num_comments
12773,general,none,0,17,107,4,2
12774,influencer,normal,1,348,56,18,8
12775,general,none,0,23,74,2,4
12776,influencer,normal,1,349,63,23,25
12777,general,none,0,14,61,1,0
12778,influencer,normal,1,157,55,15,11
12779,general,none,0,20,68,1,3
12780,general,none,0,22,82,5,6
12781,general,none,0,17,76,1,1
12782,meta_influencer,meta,1,34,49,7,12
12783,general,none,0,16,82,2,5
12784,general,none,0,24,76,0,6
12785,general,none,0,20,107,1,2
12786,influencer,normal,1,374,55,12,19
12787,influencer,normal,1,410,63,20,19
12788,general,none,0,22,91,1,1
12789,influencer,normal,1,187,52,13,16
12790,influencer,normal,1,117,55,21,20
12791,general,none,0,21,79,1,3
12792,general,none,0,22,72,2,2
12793,general,none,0,20,95,3,4
12794,general,none,0,22,86,1,2
12795,general,none,0,24,87,2,2
12796,general,none,0,15,64,1,1
12797,influencer,normal,1,131,57,23,13
12798,general,none,0,19,65,1,11
12799,general,none,0,28,79,1,3
12800,general,none,0,14,58,0,3
12801,influencer,normal,1,415,50,26,16
12802,influencer,normal,1,365,57,16,16
12803,meta_influencer,meta,1,31,55,13,6
12804,general,none,0,14,97,3,3
12805,general,none,0,18,65,1,4
12806,influencer,normal,1,262,73,20,27
12807,general,none,0,20,63,0,3
12808,influencer,normal,1,345,50,21,20
12809,general,none,0,23,74,1,6
12810,general,none,0,20,71,1,2
12811,general,none,0,18,79,6,2
12812,meta_influencer,meta,1,19,56,12,7
12813,general,none,0,18,85,0,0
12814,general,none,0,21,109,3,3
12815,general,none,0,13,101,1,1
12816,influencer,normal,1,208,52,19,13
12817,meta_influencer,meta,1,36,55,11,6
12818,general,none,0,18,62,1,1
12819,general,none,0,28,80,4,3
12820,general,none,0,26,66,4,4
12821,general,none,0,24,69,4,0
12822,influencer,normal,1,229,52,19,12
12823,general,none,0,24,92,1,2
12824,general,none,0,19,107,1,3
12825,general,none,0,25,72,1,1
12826,general,none,0,12,91,1,0
12827,general,none,0,20,110,0,5
12828,general,none,0,13,72,1,3
12829,general,none,0,31,94,2,4
12830,general,none,0,18,93,1,2
12831,general,none,0,22,56,1,4
12832,general,none,0,21,94,2,2
12833,general,none,0,19,95,4,3
12834,general,none,0,23,72,1,4
12835,general,none,0,18,88,2,1
12836,meta_influencer,meta,1,40,61,14,6
12837,general,none,0,20,92,2,3
12838,general,none,0,31,69,2,2
12839,general,none,0,26,64,1,4
12840,influencer,normal,1,390,64,19,19
12841,general,none,0,20,70,3,1
12842,general,none,0,24,93,2,4
12843,general,none,0,18,80,1,3
12844,general,none,0,23,83,0,4
12845,influencer,normal,1,200,53,27,15
12846,general,none,0,14,99,1,5
12847,general,none,0,20,101,3,4
12848,general,none,0,16,105,3,7
12849,general,none,0,16,89,3,5
12850,influencer,normal,1,162,61,20,12
12851,influencer,normal,1,254,48,26,14
12852,general,none,0,26,45,1,3
12853,general,none,0,19,64,2,3
12854,general,none,0,14,75,0,2
12855,general,none,0,8,102,2,2
12856,general,none,0,25,89,3,3
12857,influencer,normal,1,266,61,25,14
12858,general,none,0,15,66,2,5
12859,general,none,0,18,81,1,4
12860,general,none,0,21,70,2,4
12861,general,none,0,22,58,1,2
12862,influencer,normal,1,311,58,16,18
12863,influencer,normal,1,280,55,21,13
12864,general,none,0,24,103,2,5
12865,general,none,0,21,84,4,1
12866,influencer,normal,1,122,62,16,21
12867,influencer,normal,1,289,63,19,21
12868,general,none,0,20,63,2,6
12869,general,none,0,23,90,3,3
12870,influencer,normal,1,287,53,16,15
12871,general,none,0,22,75,3,3
12872,meta_influencer,meta,1,24,62,9,10
12873,general,none,0,10,58,1,1
12874,general,none,0,12,92,3,0
12875,meta_influencer,meta,1,31,56,8,5
12876,general,none,0,17,92,2,2
12877,general,none,0,23,60,1,2
12878,general,none,0,12,67,5,3
12879,general,none,0,14,87,1,5
12880,general,none,0,17,93,2,2
12881,general,none,0,24,82,2,6
12882,influencer,normal,1,162,61,17,16
12883,general,none,0,27,72,3,2
12884,general,none,0,22,83,0,2
12885,influencer,normal,1,245,65,15,15
12886,general,none,0,15,62,3,3
12887,general,none,0,23,75,5,3
12888,general,none,0,27,84,9,3
12889,general,none,0,21,62,2,0
12890,general,none,0,20,81,3,3
12891,general,none,0,12,103,1,2
12892,meta_influencer,meta,1,30,49,6,7
12893,general,none,0,13,78,2,1
12894,general,none,0,19,88,3,2
12895,influencer,normal,1,316,53,18,16
12896,general,none,0,17,80,3,1
12897,general,none,0,17,80,0,0
12898,general,none,0,23,79,0,4
12899,general,none,0,12,78,2,2
12900,general,none,0,20,75,0,3
12901,influencer,normal,1,403,52,15,20
12902,general,none,0,15,76,2,2
12903,general,none,0,21,52,2,4
12904,general,none,0,19,90,2,4
12905,general,none,0,17,74,0,6
12906,general,none,0,18,102,0,1
12907,general,none,0,18,100,2,4
12908,general,none,0,25,94,1,5
12909,general,none,0,16,79,0,2
12910,general,none,0,14,87,1,0
12911,influencer,normal,1,347,78,23,16
12912,general,none,0,26,90,6,2
12913,general,none,0,15,106,1,3
12914,general,none,0,17,81,2,1
12915,influencer,normal,1,375,69,30,19
12916,general,none,0,19,102,5,4
12917,influencer,normal,1,317,52,18,21
12918,general,none,0,17,67,1,1
12919,general,none,0,15,59,1,4
12920,meta_influencer,meta,1,38,61,11,9
12921,general,none,0,20,80,2,3
12922,general,none,0,18,101,2,1
12923,general,none,0,18,69,2,4
12924,general,none,0,17,99,3,2
12925,general,none,0,23,63,3,5
12926,general,none,0,27,74,0,2
12927,meta_influencer,meta,1,25,58,8,7
12928,general,none,0,24,69,2,4
12929,meta_influencer,meta,1,22,52,4,8
12930,influencer,normal,1,251,57,18,10
12931,general,none,0,13,76,1,2
12932,influencer,normal,1,169,61,19,18
12933,general,none,0,19,101,1,3
12934,general,none,0,22,106,1,6
12935,general,none,0,22,68,2,3
12936,general,none,0,17,72,3,4
12937,general,none,0,15,60,1,3
12938,general,none,0,15,48,2,6
12939,general,none,0,17,77,4,6
12940,general,none,0,12,69,3,6
12941,general,none,0,26,84,3,4
12942,influencer,normal,1,283,55,19,15
12943,influencer,normal,1,222,59,24,16
12944,meta_influencer,meta,1,35,56,12,7
12945,influencer,normal,1,224,64,25,22
12946,general,none,0,25,58,2,4
12947,influencer,normal,1,306,59,20,15
12948,general,none,0,17,70,1,1
12949,influencer,normal,1,164,58,20,14
12950,general,none,0,21,83,4,8
12951,general,none,0,22,77,2,4
12952,general,none,0,21,62,2,3
12953,general,none,0,19,104,2,4
12954,meta_influencer,meta,1,37,70,9,8
12955,general,none,0,14,89,2,3
12956,meta_influencer,meta,1,36,59,11,7
12957,meta_influencer,meta,1,40,47,15,6
12958,general,none,0,22,71,1,3
12959,general,none,0,16,63,4,3
12960,general,none,0,22,71,2,4
12961,influencer,normal,1,212,60,25,15
12962,general,none,0,18,89,1,4
12963,influencer,normal,1,274,60,27,11
12964,influencer,normal,1,137,64,16,21
12965,influencer,normal,1,239,63,19,13
12966,influencer,normal,1,365,65,21,17
12967,influencer,normal,1,181,59,22,12
12968,influencer,normal,1,339,65,19,10
12969,general,none,0,23,101,2,4
12970,meta_influencer,meta,1,30,68,9,8
12971,general,none,0,28,89,2,1
12972,general,none,0,22,79,2,4
12973,general,none,0,19,67,2,2
12974,general,none,0,15,102,0,7
12975,general,none,0,28,86,1,2
12976,influencer,normal,1,225,72,25,10
12977,general,none,0,9,89,4,1
12978,general,none,0,22,70,2,4
12979,general,none,0,25,84,2,2
12980,general,none,0,13,68,2,2
12981,influencer,normal,1,368,38,17,10
12982,general,none,0,20,82,2,0
12983,influencer,normal,1,228,62,20,22
12984,general,none,0,22,119,3,3
12985,general,none,0,18,75,2,0
12986,general,none,0,22,107,3,3
12987,general,none,0,24,71,3,3
12988,general,none,0,11,85,1,2
12989,general,none,0,15,79,3,3
12990,general,none,0,24,110,1,6
12991,influencer,normal,1,393,57,16,21
12992,influencer,normal,1,280,46,18,13
12993,general,none,0,12,88,4,6
12994,general,none,0,12,95,1,3
12995,meta_influencer,meta,1,27,51,13,8
12996,general,none,0,13,79,0,1
12997,influencer,normal,1,325,46,22,12
12998,general,none,0,16,92,0,2
12999,influencer,normal,1,176,55,19,17
13000,general,none,0,28,92,3,8
13001,general,none,0,12,112,2,6
13002,meta_influencer,meta,1,25,48,6,2
13003,influencer,normal,1,245,51,13,11
13004,general,none,0,20,93,2,3
13005,influencer,normal,1,218,58,11,23
13006,general,none,0,20,65,0,3
13007,general,none,0,26,109,3,3
13008,general,none,0,22,61,1,4
13009,general,none,0,27,69,1,3
13010,general,none,0,19,60,2,4
13011,general,none,0,16,89,3,3
13012,general,none,0,13,101,3,5
13013,general,none,0,15,75,2,0
13014,general,none,0,24,92,4,2
13015,general,none,0,17,113,0,3
13016,influencer,normal,1,412,45,21,15
13017,general,none,0,12,93,0,0
13018,general,none,0,15,75,2,2
13019,general,none,0,22,81,2,6
13020,general,none,0,20,79,1,1
13021,general,none,0,22,74,3,2
13022,general,none,0,33,102,1,1
13023,influencer,normal,1,297,63,28,15
13024,influencer,normal,1,357,58,21,19
13025,general,none,0,23,98,3,2
13026,general,none,0,19,71,2,3
13027,general,none,0,15,65,2,1
13028,general,none,0,16,113,1,1
13029,general,none,0,20,58,1,3
13030,general,none,0,22,102,2,1
13031,general,none,0,22,77,2,2
13032,general,none,0,28,112,0,1
13033,influencer,normal,1,402,76,19,20
13034,influencer,normal,1,358,63,19,17
13035,influencer,normal,1,164,72,21,23
13036,general,none,0,18,70,1,3
13037,general,none,0,13,101,2,2
13038,general,none,0,18,80,2,4
13039,influencer,normal,1,211,47,13,10
13040,general,none,0,20,76,1,1
13041,influencer,normal,1,412,53,27,13
13042,influencer,normal,1,142,64,16,8
13043,influencer,normal,1,307,59,19,11
13044,general,none,0,9,82,2,3
13045,influencer,normal,1,157,67,13,12
13046,meta_influencer,meta,1,32,53,11,8
13047,general,none,0,21,77,4,2
13048,general,none,0,24,61,3,3
13049,general,none,0,24,72,3,5
13050,general,none,0,20,72,2,4
13051,influencer,normal,1,161,45,23,18
13052,general,none,0,17,106,2,1
13053,influencer,normal,1,354,63,23,18
13054,general,none,0,19,99,1,6
13055,general,none,0,20,67,1,3
13056,general,none,0,18,73,1,3
13057,influencer,normal,1,143,61,21,15
13058,general,none,0,23,67,5,3
13059,general,none,0,21,75,0,1
13060,general,none,0,12,81,2,1
13061,general,none,0,18,76,4,2
13062,general,none,0,16,75,2,3
13063,general,none,0,23,48,0,5
13064,general,none,0,24,61,0,1
13065,general,none,0,14,84,3,1
13066,general,none,0,20,71,0,1
13067,influencer,normal,1,138,46,15,8
13068,general,none,0,24,60,1,2
13069,general,none,0,21,65,3,4
13070,influencer,normal,1,377,56,19,5
13071,general,none,0,16,97,3,1
13072,general,none,0,24,73,3,5
13073,general,none,0,17,91,1,3
13074,general,none,0,30,109,1,4
13075,influencer,normal,1,280,47,18,15
13076,general,none,0,26,58,4,4
13077,meta_influencer,meta,1,28,51,8,11
13078,influencer,normal,1,142,55,18,22
13079,meta_influencer,meta,1,30,50,8,9
13080,general,none,0,28,105,4,4
13081,influencer,normal,1,385,56,11,21
13082,influencer,normal,1,168,50,15,12
13083,general,none,0,22,57,3,4
13084,general,none,0,19,66,1,1
13085,general,none,0,27,75,1,0
13086,general,none,0,21,62,1,3
13087,influencer,normal,1,356,57,21,18
13088,influencer,normal,1,332,42,21,12
13089,influencer,normal,1,160,55,24,18
13090,general,none,0,23,83,3,2
13091,general,none,0,25,70,1,2
13092,general,none,0,12,59,1,4
13093,influencer,normal,1,194,43,17,17
13094,general,none,0,29,65,1,2
13095,influencer,normal,1,256,51,19,10
13096,general,none,0,21,68,3,5
13097,general,none,0,22,107,0,6
13098,general,none,0,19,80,2,3
13099,general,none,0,15,89,1,6
13100,general,none,0,17,56,1,1
13101,general,none,0,24,72,4,3
13102,general,none,0,24,94,2,1
13103,general,none,0,22,89,3,1
13104,general,none,0,15,76,3,4
13105,general,none,0,20,101,1,3
13106,general,none,0,13,83,1,4
13107,general,none,0,24,75,2,4
13108,general,none,0,24,67,2,2
13109,general,none,0,19,76,3,2
13110,influencer,normal,1,399,55,20,15
13111,influencer,normal,1,294,57,20,15
13112,influencer,normal,1,382,63,25,17
13113,general,none,0,21,78,0,1
13114,general,none,0,30,73,2,4
13115,influencer,normal,1,359,46,18,20
13116,general,none,0,23,95,3,3
13117,general,none,0,11,88,0,3
13118,general,none,0,16,74,2,3
13119,influencer,normal,1,341,47,14,25
13120,influencer,normal,1,299,53,21,8
13121,general,none,0,19,105,2,4
13122,general,none,0,21,72,2,6
13123,general,none,0,19,90,2,3
13124,general,none,0,21,87,1,4
13125,general,none,0,15,94,3,4
13126,influencer,normal,1,254,62,20,18
13127,influencer,normal,1,317,66,15,15
13128,meta_influencer,meta,1,31,72,10,3
13129,meta_influencer,meta,1,28,52,9,7
13130,general,none,0,17,76,1,1
13131,general,none,0,22,84,3,5
13132,general,none,0,15,99,3,5
13133,general,none,0,15,99,2,3
13134,general,none,0,27,83,0,2
13135,influencer,normal,1,158,56,23,20
13136,general,none,0,13,102,1,0
13137,general,none,0,28,97,3,4
13138,general,none,0,19,53,2,4
13139,general,none,0,21,88,2,4
13140,general,none,0,19,70,1,1
13141,general,none,0,16,96,3,4
13142,general,none,0,21,89,0,7
13143,influencer,normal,1,322,56,16,20
13144,general,none,0,20,76,1,3
13145,influencer,normal,1,294,70,22,19
13146,general,none,0,13,77,2,7
13147,general,none,0,24,52,3,4
13148,meta_influencer,meta,1,21,53,9,9
13149,general,none,0,25,102,2,2
13150,general,none,0,13,70,1,2
13151,general,none,0,21,96,1,7
13152,general,none,0,15,100,1,1
13153,general,none,0,18,83,2,4
13154,general,none,0,22,67,1,2
13155,general,none,0,19,100,2,3
13156,general,none,0,20,102,2,1
13157,general,none,0,19,83,0,4
13158,influencer,normal,1,206,62,13,17
13159,general,none,0,15,86,3,5
13160,general,none,0,17,72,1,4
13161,general,none,0,18,63,1,1
13162,influencer,normal,1,347,55,18,16
13163,general,none,0,23,81,5,6
13164,general,none,0,19,96,1,1
13165,general,none,0,25,76,1,5
13166,general,none,0,16,90,1,5
13167,influencer,normal,1,155,58,12,21
13168,influencer,normal,1,142,70,25,5
13169,meta_influencer,meta,1,27,52,7,2
13170,general,none,0,13,64,1,4
13171,influencer,normal,1,308,60,12,16
13172,influencer,normal,1,209,51,19,17
13173,general,none,0,18,84,4,4
13174,general,none,0,23,70,2,4
13175,influencer,normal,1,364,53,20,23
13176,general,none,0,20,89,5,3
13177,general,none,0,32,65,6,3
13178,general,none,0,23,92,0,3
13179,influencer,normal,1,295,68,19,16
13180,general,none,0,15,81,0,6
13181,general,none,0,16,66,1,3
13182,general,none,0,17,58,9,4
13183,general,none,0,21,87,2,3
13184,general,none,0,15,78,1,4
13185,general,none,0,23,85,1,4
13186,influencer,normal,1,237,62,24,22
13187,general,none,0,14,82,1,4
13188,general,none,0,28,71,2,0
13189,meta_influencer,meta,1,23,61,9,9
13190,meta_influencer,meta,1,35,64,7,7
13191,influencer,normal,1,243,66,22,12
13192,general,none,0,18,74,3,4
13193,general,none,0,18,90,5,1
13194,meta_influencer,meta,1,20,64,9,2
13195,general,none,0,8,74,7,2
13196,influencer,normal,1,269,53,17,16
13197,general,none,0,18,57,2,1
13198,general,none,0,21,119,1,1
13199,influencer,normal,1,420,53,18,12
13200,general,none,0,17,91,4,3
13201,influencer,normal,1,186,53,18,19
13202,general,none,0,22,67,4,2
13203,general,none,0,19,68,2,1
13204,general,none,0,18,67,1,5
13205,influencer,normal,1,416,53,15,19
13206,meta_influencer,meta,1,18,60,8,6
13207,general,none,0,20,75,1,3
13208,general,none,0,18,69,5,2
13209,general,none,0,19,80,1,5
13210,influencer,normal,1,277,72,28,16
13211,general,none,0,25,93,1,2
13212,influencer,normal,1,135,60,19,21
13213,general,none,0,14,95,0,3
13214,influencer,normal,1,178,59,17,23
13215,influencer,normal,1,248,51,17,12
13216,general,none,0,18,91,0,3
13217,influencer,normal,1,137,50,18,14
13218,influencer,normal,1,402,56,18,19
13219,meta_influencer,meta,1,30,57,9,9
13220,meta_influencer,meta,1,24,53,16,9
13221,general,none,0,19,104,2,3
13222,general,none,0,22,92,5,5
13223,influencer,normal,1,191,56,24,12
13224,general,none,0,22,78,2,3
13225,general,none,0,25,81,2,1
13226,general,none,0,12,97,0,2
13227,general,none,0,18,109,1,4
13228,general,none,0,21,79,1,2
13229,meta_influencer,meta,1,29,50,7,10
13230,general,none,0,20,107,2,2
13231,general,none,0,9,78,5,2
13232,general,none,0,14,95,6,3
13233,general,none,0,20,72,0,2
13234,influencer,normal,1,298,67,17,15
13235,general,none,0,18,91,2,4
13236,influencer,normal,1,282,46,13,23
13237,general,none,0,27,72,3,1
13238,general,none,0,21,81,1,7
13239,general,none,0,20,94,2,3
13240,influencer,normal,1,261,65,22,16
13241,meta_influencer,meta,1,34,54,4,5
13242,general,none,0,21,90,1,6
13243,general,none,0,22,84,1,4
13244,general,none,0,14,88,4,4
13245,general,none,0,20,115,0,3
13246,general,none,0,11,90,0,1
13247,general,none,0,17,103,0,2
13248,general,none,0,17,94,0,2
13249,influencer,normal,1,167,64,14,13
13250,influencer,normal,1,354,57,22,14
13251,influencer,normal,1,414,38,12,21
13252,general,none,0,21,98,0,4
13253,influencer,normal,1,129,36,16,15
13254,general,none,0,22,60,3,5
13255,general,none,0,23,78,0,0
13256,general,none,0,20,59,1,0
13257,general,none,0,19,70,0,2
13258,general,none,0,25,91,2,3
13259,influencer,normal,1,320,61,15,13
13260,general,none,0,26,105,1,0
13261,influencer,normal,1,408,73,10,16
13262,general,none,0,20,68,0,1
13263,influencer,normal,1,396,53,16,10
13264,influencer,normal,1,290,60,15,9
13265,general,none,0,24,64,1,6
13266,influencer,normal,1,192,52,21,14
13267,general,none,0,17,68,2,9
13268,general,none,0,24,92,0,3
13269,general,none,0,15,56,1,1
13270,meta_influencer,meta,1,37,45,7,5
13271,meta_influencer,meta,1,34,49,10,6
13272,influencer,normal,1,398,46,19,17
13273,influencer,normal,1,413,56,23,13
13274,influencer,normal,1,183,67,19,17
13275,general,none,0,9,59,1,2
13276,general,none,0,26,107,1,2
13277,influencer,normal,1,396,53,15,11
13278,influencer,normal,1,119,52,24,13
13279,general,none,0,33,72,1,5
13280,general,none,0,25,73,1,6
13281,influencer,normal,1,188,61,15,14
13282,general,none,0,23,62,0,2
13283,general,none,0,24,95,2,3
13284,general,none,0,15,102,3,4
13285,general,none,0,14,59,1,4
13286,general,none,0,20,102,3,0
13287,general,none,0,18,74,0,1
13288,general,none,0,18,109,0,4
13289,influencer,normal,1,359,55,20,16
13290,general,none,0,23,89,2,4
13291,general,none,0,19,72,1,3
13292,general,none,0,23,63,1,5
13293,general,none,0,29,81,6,3
13294,general,none,0,23,73,1,1
13295,general,none,0,21,61,4,5
13296,general,none,0,12,94,2,2
13297,general,none,0,23,55,2,3
13298,general,none,0,24,92,2,5
13299,influencer,normal,1,132,58,20,11
13300,general,none,0,17,114,2,4
13301,influencer,normal,1,165,83,12,15
13302,general,none,0,22,97,2,5
13303,influencer,normal,1,204,77,18,17
13304,influencer,normal,1,313,51,13,19
13305,influencer,normal,1,358,54,14,12
13306,general,none,0,20,82,3,3
13307,meta_influencer,meta,1,25,55,16,8
13308,general,none,0,16,90,2,4
13309,influencer,normal,1,305,51,20,15
13310,general,none,0,16,56,2,0
13311,meta_influencer,meta,1,26,60,5,9
13312,general,none,0,17,76,1,4
13313,influencer,normal,1,401,63,19,13
13314,general,none,0,25,108,2,1
13315,general,none,0,18,104,1,4
13316,meta_influencer,meta,1,26,48,6,12
13317,general,none,0,20,88,3,0
13318,general,none,0,27,100,0,2
13319,general,none,0,23,78,1,3
13320,general,none,0,19,103,1,3
13321,general,none,0,25,86,3,1
13322,general,none,0,15,78,4,1
13323,general,none,0,21,73,0,4
13324,general,none,0,18,78,2,2
13325,general,none,0,19,82,3,3
13326,influencer,normal,1,318,55,16,11
13327,general,none,0,18,91,0,2
13328,general,none,0,14,58,2,2
13329,general,none,0,18,79,3,4
13330,general,none,0,13,84,4,2
13331,general,none,0,25,73,4,3
13332,general,none,0,16,87,1,2
13333,general,none,0,17,87,3,5
13334,influencer,normal,1,340,57,27,12
13335,general,none,0,23,80,0,7
13336,influencer,normal,1,417,57,20,12
13337,general,none,0,32,83,3,1
13338,influencer,normal,1,256,44,25,11
13339,general,none,0,25,100,0,1
13340,general,none,0,14,87,2,2
13341,general,none,0,20,68,2,1
13342,general,none,0,22,92,3,2
13343,general,none,0,24,100,5,5
13344,influencer,normal,1,226,65,24,13
13345,general,none,0,24,85,0,2
13346,influencer,normal,1,330,54,16,12
13347,general,none,0,23,102,1,3
13348,general,none,0,16,65,1,4
13349,general,none,0,14,88,1,2
13350,general,none,0,15,94,3,7
13351,general,none,0,13,90,0,3
13352,influencer,normal,1,325,58,15,17
13353,general,none,0,16,57,2,2
13354,general,none,0,15,59,4,4
13355,general,none,0,19,66,1,5
13356,general,none,0,18,77,2,5
13357,general,none,0,22,85,1,2
13358,general,none,0,14,71,2,2
13359,influencer,normal,1,243,66,17,16
13360,general,none,0,12,93,3,4
13361,general,none,0,14,96,3,0
13362,general,none,0,23,78,2,3
13363,general,none,0,23,78,1,4
13364,general,none,0,24,64,6,6
13365,influencer,normal,1,134,67,19,14
13366,general,none,0,19,90,1,3
13367,general,none,0,13,83,0,1
13368,general,none,0,8,91,0,2
13369,general,none,0,11,100,1,2
13370,general,none,0,20,84,1,2
13371,general,none,0,17,62,5,2
13372,general,none,0,12,103,2,2
13373,influencer,normal,1,217,60,20,21
13374,influencer,normal,1,121,50,17,11
13375,meta_influencer,meta,1,30,47,6,10
13376,general,none,0,18,99,1,1
13377,general,none,0,20,84,1,2
13378,general,none,0,15,84,2,3
13379,influencer,normal,1,344,57,26,18
13380,influencer,normal,1,397,65,22,15
13381,meta_influencer,meta,1,35,58,9,11
13382,general,none,0,21,82,2,2
13383,general,none,0,27,91,0,2
13384,general,none,0,25,85,2,4
13385,general,none,0,17,83,3,4
13386,general,none,0,19,72,1,3
13387,influencer,normal,1,288,58,12,11
13388,influencer,normal,1,393,48,14,12
13389,general,none,0,11,88,1,3
13390,general,none,0,23,69,1,5
13391,general,none,0,22,109,5,2
13392,general,none,0,21,71,3,2
13393,influencer,normal,1,318,57,16,15
13394,meta_influencer,meta,1,33,48,6,7
13395,general,none,0,24,97,4,3
13396,general,none,0,17,90,1,4
13397,general,none,0,16,87,1,1
13398,influencer,normal,1,340,52,15,16
13399,general,none,0,16,107,2,1
13400,influencer,normal,1,269,54,18,17
13401,general,none,0,25,108,2,6
13402,meta_influencer,meta,1,23,43,12,7
13403,meta_influencer,meta,1,29,49,6,8
13404,influencer,normal,1,402,51,22,16
13405,general,none,0,23,110,1,3
13406,general,none,0,14,86,2,2
13407,general,none,0,23,53,3,2
13408,general,none,0,15,73,3,6
13409,meta_influencer,meta,1,25,64,13,6
13410,general,none,0,16,80,3,5
13411,general,none,0,18,86,1,5
13412,general,none,0,17,103,0,0
13413,general,none,0,16,106,5,1
13414,general,none,0,14,111,4,2
13415,general,none,0,20,85,3,4
13416,general,none,0,17,93,2,4
13417,general,none,0,22,72,1,2
13418,general,none,0,22,91,2,4
13419,influencer,normal,1,199,71,30,9
13420,general,none,0,22,63,2,1
13421,general,none,0,14,68,0,1
13422,influencer,normal,1,272,52,19,15
13423,general,none,0,22,83,3,4
13424,general,none,0,19,88,1,4
13425,influencer,normal,1,144,65,17,10
13426,general,none,0,21,63,1,4
13427,influencer,normal,1,410,57,16,12
13428,general,none,0,25,86,4,4
13429,meta_influencer,meta,1,31,81,15,2
13430,general,none,0,18,66,2,0
13431,general,none,0,15,84,6,3
13432,general,none,0,17,70,0,3
13433,general,none,0,15,78,3,7
13434,general,none,0,16,91,7,5
13435,general,none,0,27,57,2,0
13436,influencer,normal,1,376,66,22,20
13437,general,none,0,19,78,2,5
13438,general,none,0,24,98,4,2
13439,general,none,0,18,76,2,1
13440,general,none,0,16,77,1,3
13441,influencer,normal,1,210,51,20,18
13442,influencer,normal,1,416,54,17,11
13443,general,none,0,11,75,0,5
13444,influencer,normal,1,199,62,23,10
13445,general,none,0,23,65,1,5
13446,general,none,0,17,70,3,1
13447,general,none,0,21,69,3,3
13448,general,none,0,21,92,2,5
13449,general,none,0,13,73,1,1
13450,general,none,0,32,61,3,2
13451,general,none,0,21,106,4,1
13452,general,none,0,20,71,3,4
13453,influencer,normal,1,236,53,22,20
13454,general,none,0,24,86,4,3
13455,general,none,0,23,79,2,4
13456,general,none,0,24,61,2,5
13457,meta_influencer,meta,1,25,47,12,15
13458,general,none,0,20,70,1,3
13459,influencer,normal,1,342,53,18,12
13460,influencer,normal,1,305,55,22,20
13461,general,none,0,13,97,3,6
13462,general,none,0,17,83,2,5
13463,meta_influencer,meta,1,30,69,9,6
13464,influencer,normal,1,347,45,20,15
13465,general,none,0,17,93,2,4
13466,general,none,0,23,82,2,4
13467,general,none,0,23,73,2,3
13468,influencer,normal,1,203,55,23,16
13469,influencer,normal,1,280,54,16,18
13470,general,none,0,27,62,0,3
13471,influencer,normal,1,375,48,25,19
13472,general,none,0,16,92,0,6
13473,general,none,0,13,89,2,1
13474,general,none,0,16,50,1,3
13475,influencer,normal,1,293,58,19,19
13476,general,none,0,29,65,2,3
13477,meta_influencer,meta,1,35,51,14,9
13478,general,none,0,16,69,2,1
13479,influencer,normal,1,161,42,25,18
13480,general,none,0,26,88,1,7
13481,influencer,normal,1,347,55,22,18
13482,influencer,normal,1,243,62,15,11
13483,influencer,normal,1,145,67,31,9
13484,general,none,0,19,77,4,1
13485,general,none,0,22,69,1,2
13486,general,none,0,22,78,0,2
13487,general,none,0,22,102,0,1
13488,general,none,0,20,77,5,3
13489,general,none,0,17,55,4,5
13490,general,none,0,19,73,0,1
13491,influencer,normal,1,306,52,14,12
13492,general,none,0,14,102,4,4
13493,general,none,0,16,67,3,5
13494,influencer,normal,1,346,65,18,10
13495,general,none,0,20,68,0,7
13496,meta_influencer,meta,1,27,59,11,13
13497,general,none,0,12,63,0,4
13498,general,none,0,25,98,2,5
13499,general,none,0,17,72,1,5
13500,general,none,0,23,92,4,4
13501,general,none,0,17,77,2,3
13502,influencer,normal,1,276,56,20,15
13503,general,none,0,19,86,5,4
13504,general,none,0,19,62,1,1
13505,general,none,0,20,107,3,2
13506,general,none,0,24,117,1,4
13507,influencer,normal,1,340,58,21,17
13508,general,none,0,14,77,1,2
13509,general,none,0,18,79,6,3
13510,influencer,normal,1,373,62,16,11
13511,influencer,normal,1,382,55,20,12
13512,general,none,0,26,95,1,3
13513,general,none,0,19,78,1,4
13514,meta_influencer,meta,1,30,55,8,6
13515,influencer,normal,1,162,45,19,18
13516,general,none,0,16,98,4,2
13517,influencer,normal,1,175,74,24,12
13518,general,none,0,16,68,2,4
13519,general,none,0,26,88,3,4
13520,influencer,normal,1,413,63,12,16
13521,general,none,0,12,78,2,5
13522,general,none,0,18,69,2,7
13523,general,none,0,23,60,2,2
13524,general,none,0,14,55,2,2
13525,influencer,normal,1,251,60,22,21
13526,general,none,0,19,64,1,3
13527,general,none,0,15,86,2,3
13528,general,none,0,20,105,1,4
13529,influencer,normal,1,162,48,23,17
13530,general,none,0,19,100,2,3
13531,general,none,0,14,89,1,2
13532,influencer,normal,1,152,56,21,16
13533,influencer,normal,1,165,50,27,12
13534,general,none,0,14,74,1,0
13535,general,none,0,19,78,3,4
13536,general,none,0,12,74,2,0
13537,general,none,0,28,73,3,2
13538,general,none,0,17,83,4,4
13539,general,none,0,26,76,3,1
13540,influencer,normal,1,203,62,21,21
13541,general,none,0,20,80,2,1
13542,general,none,0,20,77,2,5
